ID,adj.P.Val,P.Value,t,B,logFC,GB_ACC,GI,Gene.Symbol,SPOT_ID
11749144_s_at,1.86E-08,9.39E-11,9.91,14.643688,1.44,AK293737.1,NA,ETFDH,
11737053_s_at,1.86E-08,9.47E-11,-9.91,14.635533,-9.50E-01,NM_002156.4,NA,HSPD1,
11719811_a_at,1.87E-08,9.53E-11,-9.91,14.629203,-2.68,NM_021158.3,NA,TRIB3,
11715735_a_at,1.91E-08,9.78E-11,-9.9,14.603681,-1.29,AY157580.1,NA,TMEM123,
11759622_s_at,1.91E-08,9.84E-11,-9.89,14.597958,-1.3,BX648405.1,NA,DDX21,
11723404_at,1.94E-08,9.99E-11,9.89,14.582843,1.7,NM_013261.3,NA,PPARGC1A,
11760296_a_at,1.94E-08,1.01E-10,-9.88,14.574855,-1,AK298840.1,NA,NTMT1,
11743350_a_at,1.96E-08,1.03E-10,9.87,14.552954,1.67,CA309087,NA,C15orf48,
11763395_a_at,1.96E-08,1.03E-10,-9.87,14.551565,-1.66,AK098156.1,NA,ZC3HAV1L,
11758083_s_at,1.96E-08,1.04E-10,9.87,14.548203,2.6,AI743714,NA,HPGD,
11723313_s_at,1.96E-08,1.04E-10,9.87,14.546097,1.21,NM_018663.1,NA,PXMP2,
11715755_a_at,1.96E-08,1.04E-10,-9.87,14.545119,-1.03,NM_004044.5,NA,ATIC,
11737195_a_at,1.96E-08,1.04E-10,9.87,14.542071,1.57,NM_144713.2,NA,RMDN2,
11748067_a_at,2.04E-08,1.09E-10,9.85,14.497256,8.99E-01,AK292795.1,NA,CCPG1 /// DYX1C1-CCPG1,
11733394_at,2.04E-08,1.09E-10,9.85,14.496794,3.52,NM_017662.4,NA,TRPM6,
11740072_s_at,2.04E-08,1.10E-10,9.85,14.491427,8.19E-01,AL559097,NA,MIER1,
11727204_a_at,2.04E-08,1.10E-10,-9.84,14.487563,-1.22,EU439707.1,NA,CBX4,
11732700_x_at,2.04E-08,1.10E-10,9.84,14.485033,3.2,NM_032471.4,NA,PKIB,
11728603_a_at,2.12E-08,1.16E-10,9.82,14.438175,2.71,NM_194284.2,NA,CLDN23,
11727780_a_at,2.12E-08,1.16E-10,9.82,14.43586,3.53,NM_173833.4,NA,SCARA5,
11747921_a_at,2.12E-08,1.16E-10,-9.82,14.435087,-9.52E-01,AK292242.1,NA,PUS1,
11719592_at,2.12E-08,1.16E-10,9.82,14.434237,1.37,BC009932.2,NA,GLTP,
11751489_a_at,2.12E-08,1.17E-10,9.82,14.432309,1.93,AK293552.1,NA,TSPAN7,
11723417_s_at,2.13E-08,1.18E-10,-9.81,14.423765,-9.67E-01,NM_007355.2,NA,HSP90AB1 /// HSP90AB3P,
11756652_a_at,2.13E-08,1.18E-10,-9.81,14.420504,-1.08,AK307056.1,NA,NTMT1,
11720819_s_at,2.15E-08,1.20E-10,9.81,14.405615,4.32,BC039893.1,NA,CXCL12,
11719195_a_at,2.16E-08,1.21E-10,-9.8,14.39688,-1.24,NM_203290.1,NA,POLR1C,
11739458_at,2.17E-08,1.22E-10,9.8,14.386062,1.97,BC119700.1,NA,SYNC,
11727751_a_at,2.17E-08,1.22E-10,9.8,14.385579,2.56,NM_205860.1,NA,NR5A2,
11729594_s_at,2.18E-08,1.23E-10,-9.79,14.378316,-8.56E-01,BU742064,NA,PRPF4,
11748513_x_at,2.18E-08,1.24E-10,9.79,14.374455,2.74,AK296642.1,NA,HPGD,
11725781_at,2.19E-08,1.25E-10,-9.79,14.365378,-1.24,NM_032494.2,NA,ZC3H8,
11744109_a_at,2.19E-08,1.25E-10,-9.79,14.363416,-5.71E-01,AV716798,NA,ZC3H15,
11720664_at,2.21E-08,1.26E-10,9.78,14.352086,1.13,NM_002067.2,NA,GNA11,
11728076_at,2.21E-08,1.27E-10,9.78,14.346266,1.76,NM_014707.1,NA,HDAC9,
11747167_x_at,2.23E-08,1.29E-10,9.77,14.333066,3.02,AK299409.1,NA,ADH1B,
11742651_a_at,2.25E-08,1.30E-10,-9.77,14.323045,-1.02,NM_001040162.1,NA,C16orf13,
11755646_a_at,2.29E-08,1.34E-10,9.76,14.298602,1.25,AK024479.1,NA,SIGLEC1,
11757531_x_at,2.29E-08,1.34E-10,-9.76,14.295416,-1.27,BX433781,NA,HSPD1,
11729751_a_at,2.29E-08,1.34E-10,9.76,14.294767,1.39,U78192.1,NA,LPAR1,
11732699_a_at,2.30E-08,1.35E-10,9.75,14.285706,3.25,NM_032471.4,NA,PKIB,
11720885_at,2.35E-08,1.38E-10,9.74,14.263726,1.27,NM_001093.3,NA,ACACB,
11744395_s_at,2.36E-08,1.40E-10,9.74,14.255592,8.27E-01,BC004130.2,NA,CALCOCO2,
11727641_at,2.36E-08,1.40E-10,-9.74,14.250286,-9.37E-01,NM_138400.1,NA,NOM1,
11731252_a_at,2.38E-08,1.42E-10,-9.73,14.240618,-1.13,NM_001128592.1,NA,PSMG4,
11720064_a_at,2.39E-08,1.43E-10,9.73,14.23322,1.81,NM_022343.2,NA,GLIPR2,
11744801_a_at,2.40E-08,1.44E-10,-9.73,14.224238,-1.13,AK301426.1,NA,NR2C2AP,
11724299_s_at,2.47E-08,1.48E-10,-9.71,14.195935,-1.01,NM_022779.7,NA,DDX31,
11729171_x_at,2.50E-08,1.51E-10,-9.71,14.179299,-1.06,BC024238.2,NA,NIFK,
11722839_at,2.55E-08,1.54E-10,-9.69,14.156006,-1.63,AW958593,NA,LYAR,
11720448_at,2.57E-08,1.57E-10,-9.69,14.142311,-1.86,BG674257,NA,SOX9,
11735768_x_at,2.57E-08,1.57E-10,9.69,14.142158,1.95,NM_175900.3,NA,C16orf54 /// LOC105369277,
11720614_s_at,2.59E-08,1.58E-10,-9.68,14.130724,-8.55E-01,NM_001293.2,NA,CLNS1A,
11744382_a_at,2.64E-08,1.62E-10,-9.67,14.110717,-1.33,AK292330.1,NA,WDR74,
11722562_s_at,2.64E-08,1.63E-10,-9.67,14.10586,-1.05,BC005864.2,NA,CDK4,
11723020_a_at,2.64E-08,1.63E-10,9.67,14.102029,9.34E-01,NM_006871.3,NA,RIPK3,
11727604_a_at,2.66E-08,1.65E-10,9.67,14.093875,2.02,NM_022140.3,NA,EPB41L4A,
11716464_at,2.69E-08,1.67E-10,9.66,14.077805,1.35,NM_170601.3,NA,SIAE,
11750512_x_at,2.73E-08,1.71E-10,-9.65,14.056697,-1.17,BC015669.2,NA,CDK4,
11747714_a_at,2.73E-08,1.71E-10,9.65,14.055248,2.39,BC130280.1,NA,ABCA8,
11730103_at,2.73E-08,1.71E-10,9.65,14.055233,2.17,NM_002977.2,NA,SCN9A,
11715753_a_at,2.77E-08,1.74E-10,9.64,14.036369,1.58,AK293534.1,NA,TSPAN7,
11724221_at,2.77E-08,1.75E-10,9.64,14.034979,2.03,NM_021963.2,NA,NAP1L2,
11746898_x_at,2.79E-08,1.77E-10,9.64,14.023082,4.34,AK316501.1,NA,ADH1B,
11720391_a_at,2.80E-08,1.78E-10,-9.63,14.016171,-1.41,NM_001127257.1,NA,SLC39A10,
11725335_s_at,2.83E-08,1.81E-10,-9.62,13.999089,-1.48,NM_001071775.2,NA,MZT1,
11729156_a_at,2.83E-08,1.81E-10,-9.62,13.99861,-1.39,AF283645.1,NA,SLC25A32,
11724375_at,2.83E-08,1.82E-10,9.62,13.995263,1.59,AI860212,NA,PAG1,
11746789_x_at,2.84E-08,1.83E-10,-9.62,13.991074,-1.17,AK299489.1,NA,WDR12,
11744030_a_at,2.84E-08,1.83E-10,-9.62,13.988091,-5.24,AI565078,NA,MMP7,
200064_PM_at,2.88E-08,1.87E-10,-9.61,13.96984,-9.70E-01,AF275719.1,NA,HSP90AB1,
11749299_a_at,2.95E-08,1.92E-10,-9.6,13.942644,-1.33,AK296163.1,NA,WDR77,
11744689_x_at,2.95E-08,1.92E-10,-9.6,13.942203,-1.34,AY150853.1,NA,ARMC10,
11719277_s_at,2.98E-08,1.95E-10,-9.59,13.928424,-9.15E-01,BC012306.1,NA,MRPL17,
11747508_a_at,2.98E-08,1.95E-10,9.59,13.926141,1.59,AK294610.1,NA,EPB41L3,
11750343_a_at,2.98E-08,1.96E-10,-9.59,13.922187,-1.41,BC137090.1,NA,MACC1,
11764077_s_at,3.01E-08,1.99E-10,9.58,13.907405,2.29,AW150861,NA,EDIL3,
11722687_a_at,3.12E-08,2.07E-10,9.57,13.870609,1.1,AW592684,NA,LIFR,
11723354_s_at,3.14E-08,2.08E-10,-9.56,13.862896,-1.07,NM_017780.2,NA,CHD7,
11715301_s_at,3.16E-08,2.11E-10,-9.56,13.851834,-1.27,,158518424,NOP16,
200037_PM_s_at,3.22E-08,2.15E-10,-9.55,13.83153,-9.75E-01,NM_016587.1,NA,CBX3,
11746469_x_at,3.22E-08,2.17E-10,-9.55,13.824005,-1.08,J05032.1,NA,DARS,
11730403_a_at,3.22E-08,2.17E-10,-9.55,13.823936,-1.19,BC063458.1,NA,MRE11A,
11753601_x_at,3.25E-08,2.19E-10,9.54,13.811268,2.35,U63296.1,NA,HPGD,
11736544_at,3.25E-08,2.20E-10,-9.54,13.80991,-2.26,BM976517,NA,MACC1,
11744619_a_at,3.25E-08,2.21E-10,9.54,13.805945,8.36E-01,AY358098.1,NA,SNX24,
11715697_a_at,3.25E-08,2.21E-10,-9.54,13.804346,-1.06,NM_004741.3,NA,NOLC1,
11744199_a_at,3.33E-08,2.27E-10,9.53,13.77859,1.45,AL576844,NA,RETSAT,
11719849_s_at,3.34E-08,2.28E-10,-9.52,13.772168,-1.47,NM_014501.2,NA,UBE2S,
11735833_a_at,3.34E-08,2.29E-10,-9.52,13.768637,-3.67,NM_018689.1,NA,CEMIP,
11741602_x_at,3.46E-08,2.38E-10,9.51,13.730904,2.63,NM_207033.1,NA,EDN3,
11738611_s_at,3.46E-08,2.39E-10,9.5,13.727228,1.72,NM_032962.3,NA,CCL14 /// CCL15-CCL14,
11725614_s_at,3.46E-08,2.40E-10,9.5,13.722947,7.91E-01,X80910.1,NA,PPP1CB,
11743385_a_at,3.46E-08,2.41E-10,-9.5,13.72083,-5.96E-01,AF049523.1,NA,PRPF40A,
11720953_x_at,3.51E-08,2.45E-10,-9.49,13.70161,-9.13E-01,NM_004708.2,NA,PDCD5,
11744612_a_at,3.51E-08,2.45E-10,-9.49,13.701471,-1.68,BC031258.1,NA,NUDCD1,
11727079_at,3.60E-08,2.52E-10,-9.48,13.675541,-1.75,BC017745.1,NA,NUFIP1,
11722995_at,3.60E-08,2.53E-10,9.48,13.672406,3.75,D00137.1,NA,ADH1B,
11740528_a_at,3.68E-08,2.60E-10,9.47,13.645891,1.75,NM_001025108.1,NA,AFF3,
11716226_a_at,3.68E-08,2.60E-10,9.47,13.645344,1.33,BC136763.1,NA,LIMA1,
11719749_a_at,3.68E-08,2.61E-10,-9.47,13.641044,-1.21,BC092471.1,NA,EBPL,
11741131_a_at,3.72E-08,2.65E-10,9.46,13.625534,1.58,NM_181332.1,NA,NLGN4X,
11717529_at,3.72E-08,2.65E-10,9.46,13.624874,1.33,NM_000387.4,NA,SLC25A20,
11757666_x_at,3.74E-08,2.67E-10,-9.46,13.617237,-7.37E-01,BF382109,NA,SNRPD2,
11730955_a_at,3.75E-08,2.69E-10,9.45,13.610059,8.66E-01,NM_002558.2,NA,P2RX1,
11757044_x_at,3.75E-08,2.70E-10,-9.45,13.607084,-2.15,CR613444.1,NA,HILPDA,
11744116_s_at,3.75E-08,2.70E-10,-9.45,13.605899,-8.75E-01,CR592299.1,NA,RPIA,
11744033_s_at,3.81E-08,2.75E-10,-9.44,13.588639,-1.67,CF597239,NA,S100A11,
11760630_at,3.81E-08,2.77E-10,-9.44,13.582837,-1.81,AK298789.1,NA,RNF43,
11730102_at,3.81E-08,2.78E-10,9.44,13.579307,2.01,DQ857292.1,NA,SCN9A,
11716798_x_at,3.81E-08,2.78E-10,9.44,13.579039,1.73,BC008750.1,NA,NDN,
11738829_x_at,3.86E-08,2.82E-10,-9.43,13.56526,-1.02,NM_017850.1,NA,C1orf109,
11719962_s_at,3.89E-08,2.85E-10,9.43,13.553503,1.41,NM_001091.2,NA,AOC1,
11744628_x_at,3.90E-08,2.87E-10,-9.43,13.548961,-9.31E-01,BX352537,NA,ZCCHC7,
11720177_a_at,3.92E-08,2.89E-10,-9.42,13.542034,-6.95E-01,BX119214,NA,NOL6,
11736009_a_at,4.00E-08,2.96E-10,-9.41,13.518269,-9.60E-01,BC112228.1,NA,RSL1D1,
11715684_a_at,4.00E-08,2.96E-10,-9.41,13.515729,-1.05,NM_021129.3,NA,PPA1,
11717364_a_at,4.21E-08,3.13E-10,-9.39,13.463743,-9.93E-01,NM_138639.1,NA,BCL2L12,
11744031_at,4.22E-08,3.14E-10,-9.39,13.458014,-4.31,AI565078,NA,MMP7,
11724680_s_at,4.24E-08,3.17E-10,9.38,13.450277,7.58E-01,NM_015348.1,NA,TMEM131,
11739036_a_at,4.24E-08,3.18E-10,9.38,13.448026,3,BC002665.1,NA,PLP1,
11745737_x_at,4.24E-08,3.19E-10,9.38,13.444491,8.74E-01,AW960071,NA,ACADVL,
11719810_at,4.25E-08,3.20E-10,-9.38,13.440384,-1.58,NM_015169.3,NA,RRS1,
11757599_x_at,4.26E-08,3.21E-10,-9.38,13.436529,-8.05E-01,AI467934,NA,NUTF2,
11725672_s_at,4.30E-08,3.26E-10,-9.37,13.423429,-9.85E-01,AK027487.1,NA,IPO7,
11722994_s_at,4.32E-08,3.28E-10,9.37,13.41768,3.37,BQ716411,NA,ADH1A /// ADH1B /// ADH1C,
11729185_at,4.35E-08,3.32E-10,-9.36,13.404124,-1.61,AK291715.1,NA,PNO1,
11749821_x_at,4.35E-08,3.32E-10,-9.36,13.40372,-9.65E-01,AK294665.1,NA,CCT4,
11716399_at,4.35E-08,3.34E-10,9.36,13.399742,1.58,NM_021202.1,NA,TP53INP2,
11724367_a_at,4.35E-08,3.34E-10,9.36,13.39851,2.73,NM_153618.1,NA,SEMA6D,
11724641_a_at,4.35E-08,3.35E-10,9.36,13.394934,1.89,NM_014859.4,NA,ARHGAP44,
11720968_a_at,4.35E-08,3.36E-10,-9.36,13.393115,-1.09,NM_001136005.1,NA,GART,
11740657_a_at,4.39E-08,3.40E-10,9.35,13.380802,1.11,BC012325.1,NA,SLC22A5,
11757649_a_at,4.39E-08,3.41E-10,-9.35,13.379426,-8.49E-01,BG706133,NA,CORO7-PAM16 /// PAM16,
11732899_s_at,4.41E-08,3.42E-10,9.35,13.373962,1.57,NM_177528.1,NA,LOC105369243 /// SLX1A-SULT1A3 /// SLX1B-SULT1A4 /// SULT1A1 /// SULT1A2 /// SULT1A3 /// SULT1A4,
11743405_a_at,4.49E-08,3.50E-10,9.34,13.351967,1.68,BG183516,NA,SMIM14,
11750517_x_at,4.51E-08,3.53E-10,9.34,13.345613,2.58,AK300125.1,NA,HPGD,
11755560_a_at,4.55E-08,3.57E-10,9.33,13.333668,2.04,BX648986.1,NA,PDE6A,
11742854_x_at,4.56E-08,3.58E-10,9.33,13.330084,1.31,BC022781.1,NA,UGDH,
11717301_at,4.58E-08,3.62E-10,-9.33,13.32088,-3.68,NM_002353.2,NA,TACSTD2,
11726279_x_at,4.58E-08,3.62E-10,-9.33,13.319833,-9.02E-01,NM_006325.3,NA,RAN,
11721972_at,4.69E-08,3.71E-10,-9.31,13.295102,-1.62,NM_014735.3,NA,JADE3,
11752912_x_at,4.73E-08,3.76E-10,-9.31,13.283303,-6.44E-01,AK292139.1,NA,EIF3M,
11728055_at,4.73E-08,3.77E-10,9.31,13.279554,2.59,NM_000163.2,NA,GHR,
11732818_at,4.73E-08,3.78E-10,9.31,13.277957,2.66,NM_173490.5,NA,TMEM171,
11719173_s_at,4.77E-08,3.82E-10,-9.3,13.265616,-1.39,BT006988.1,NA,PAICS,
11752857_x_at,4.77E-08,3.83E-10,9.3,13.264057,1.6,BT006992.1,NA,GPT,
11756223_s_at,4.77E-08,3.83E-10,-9.3,13.263894,-1.3,BF243061,NA,DDX21,
11723101_a_at,4.80E-08,3.86E-10,-9.3,13.255337,-1.28,NM_004398.2,NA,DDX10,
11758639_s_at,4.87E-08,3.93E-10,-9.29,13.237857,-1.62,AA233888,NA,HSPH1,
11723314_x_at,4.92E-08,3.99E-10,9.28,13.22413,1.11,NM_018663.1,NA,PXMP2,
11722458_a_at,4.92E-08,3.99E-10,-9.28,13.223094,-1.44,NM_018252.2,NA,TMEM206,
11748672_x_at,4.92E-08,4.01E-10,-9.28,13.219461,-9.12E-01,AK303167.1,NA,POLR1E,
11730139_a_at,4.92E-08,4.01E-10,-9.28,13.218346,-9.45E-01,NM_153005.1,NA,RIOK1,
11745021_a_at,4.94E-08,4.04E-10,-9.28,13.211482,-1.86,K02276.1,NA,MYC,
11727508_s_at,4.94E-08,4.05E-10,-9.28,13.209999,-9.50E-01,BC107714.1,NA,CLDN12 /// GTPBP10 /// LOC101927446,
11745851_x_at,5.06E-08,4.16E-10,-9.27,13.183816,-1.27,AK298632.1,NA,HSPD1,
11717567_a_at,5.08E-08,4.19E-10,-9.26,13.175734,-1.6,BC007659.2,NA,NQO1,
11734798_x_at,5.08E-08,4.20E-10,-9.26,13.174109,-7.26E-01,NM_016120.3,NA,RLIM,
11729161_s_at,5.09E-08,4.22E-10,-9.26,13.169529,-1.05,NM_032194.1,NA,RPF2,
11755542_a_at,5.20E-08,4.33E-10,9.25,13.143037,9.19E-01,AK091421.1,NA,ZNF671,
11724083_a_at,5.20E-08,4.34E-10,-9.25,13.141564,-1.57,NM_006638.2,NA,RPP40,
11748072_a_at,5.20E-08,4.34E-10,-9.25,13.141211,-1.98,AK302832.1,NA,HSPH1,
11722561_a_at,5.21E-08,4.36E-10,-9.25,13.137219,-1.14,BC005864.2,NA,CDK4,
11722176_a_at,5.21E-08,4.37E-10,-9.24,13.133893,-7.89E-01,BC068974.1,NA,SF3B3,
11743485_s_at,5.21E-08,4.38E-10,-9.24,13.132267,-8.74E-01,AA280024,NA,NAA25,
11755205_a_at,5.24E-08,4.41E-10,-9.24,13.125727,-1.77,BX648623.1,NA,HSPH1,
11734978_at,5.24E-08,4.42E-10,9.24,13.122323,2.09,BC100800.1,NA,BTNL3,
11755206_x_at,5.27E-08,4.46E-10,-9.24,13.114327,-1.75,BX648623.1,NA,HSPH1,
11720973_x_at,5.39E-08,4.57E-10,9.23,13.089585,7.31E-01,BC001321.1,NA,ASB8,
11735794_x_at,5.68E-08,4.83E-10,9.2,13.036554,1.83,BC038405.1,NA,CDHR5,
11717822_a_at,5.69E-08,4.85E-10,9.2,13.031646,1.14,AF069510.1,NA,SLC4A4,
11754596_x_at,5.72E-08,4.89E-10,-9.2,13.02407,-1.22,CR620081.1,NA,PAICS,
11738272_a_at,5.76E-08,4.93E-10,-9.19,13.016233,-1.08,NM_001135750.1,NA,PSMG4,
11749585_a_at,5.78E-08,4.96E-10,9.19,13.010153,1.39,AY358269.1,NA,RMDN2,
11741499_x_at,5.81E-08,5.01E-10,9.19,13.000533,2.67,AK300940.1,NA,HPGD,
11743865_s_at,5.81E-08,5.01E-10,9.19,12.999778,9.04E-01,AI337321,NA,ATP2B1,
11743386_s_at,5.81E-08,5.02E-10,-9.19,12.998495,-5.07E-01,BC027178.1,NA,PRPF40A,
11716289_a_at,5.90E-08,5.11E-10,9.18,12.9803,7.39E-01,NM_001487.2,NA,BLOC1S1,
11758165_s_at,6.06E-08,5.27E-10,-9.17,12.95107,-1.07,BU622379,NA,MRTO4,
11725449_a_at,6.10E-08,5.31E-10,-9.16,12.943084,-6.13E-01,NM_024093.1,NA,C2orf49,
11749586_x_at,6.10E-08,5.33E-10,9.16,12.93899,1.55,AY358269.1,NA,RMDN2,
11757572_a_at,6.10E-08,5.34E-10,-9.16,12.937762,-6.93E-01,AA953724,NA,UBAC2,
11723552_a_at,6.19E-08,5.43E-10,9.15,12.921543,1.48,NM_005031.3,NA,FXYD1,
11718237_a_at,6.23E-08,5.47E-10,9.15,12.913051,2.42,NM_024709.4,NA,C1orf115,
11745361_a_at,6.27E-08,5.53E-10,-9.14,12.903145,-3.41,FJ466686.1,NA,CRNDE,
11719610_s_at,6.27E-08,5.54E-10,-9.14,12.901554,-8.03E-01,BC018660.1,NA,ADO,
11744710_a_at,6.27E-08,5.55E-10,-9.14,12.899608,-7.41E-01,BC021707.2,NA,TTLL4,
11746733_x_at,6.27E-08,5.56E-10,9.14,12.898164,1.25,AK296267.1,NA,GRAMD3,
11729162_x_at,6.30E-08,5.60E-10,-9.14,12.890767,-1.01,NM_032194.1,NA,RPF2,
11715164_s_at,6.30E-08,5.61E-10,9.14,12.888637,2.14,,61966692,IGLL3P,
11748266_a_at,6.35E-08,5.67E-10,9.13,12.878039,1.58,AK296522.1,NA,RETSAT,
11731525_at,6.39E-08,5.72E-10,-9.13,12.870196,-2.12,U96131.1,NA,TRIP13,
11740766_a_at,6.40E-08,5.74E-10,9.13,12.866161,6.68E-01,NM_004801.4,NA,NRXN1,
11746700_s_at,6.58E-08,5.92E-10,9.12,12.836216,2.38,AK303238.1,NA,ITM2A,
11717310_a_at,6.62E-08,5.97E-10,-9.11,12.827891,-1.04,NM_014366.4,NA,GNL3,
11721648_at,6.62E-08,5.98E-10,-9.11,12.826312,-1.03,NM_182679.1,NA,GPATCH4,
11757566_x_at,6.64E-08,6.01E-10,-9.11,12.821262,-8.47E-01,CA944940,NA,NOL8,
11725714_a_at,6.67E-08,6.05E-10,-9.11,12.814693,-1.89,NM_001025071.1,NA,RPS14,
11718827_x_at,6.69E-08,6.08E-10,9.1,12.80945,1.69,AK303199.1,NA,ITM2C,
11763774_x_at,6.73E-08,6.13E-10,9.1,12.800922,1.72,AK307702.1,NA,ITM2C,
11726383_a_at,6.73E-08,6.15E-10,9.1,12.798622,1.87,NM_006334.3,NA,OLFM1,
11753667_s_at,6.77E-08,6.20E-10,9.1,12.790773,1.8,D87062.1,NA,ITM2C,
11751999_a_at,6.86E-08,6.30E-10,-9.09,12.774311,-7.50E-01,AK302754.1,NA,UBAP2,
11750757_a_at,6.86E-08,6.31E-10,-9.09,12.772812,-6.93E-01,BC031070.1,NA,RPAP2,
11733838_s_at,6.86E-08,6.32E-10,-9.09,12.772169,-1.15,NM_006649.2,NA,UTP14A /// UTP14C,
11756074_a_at,6.91E-08,6.38E-10,-9.08,12.762929,-4.38,DQ399600.1,NA,MMP7,
11742740_at,6.93E-08,6.41E-10,-9.08,12.75707,-1.16,BC113614.1,NA,GEMIN5,
11743467_at,7.14E-08,6.63E-10,-9.07,12.724861,-1.53,BX391508,NA,DKC1,
11758216_s_at,7.14E-08,6.64E-10,-9.07,12.723459,-1.56,BQ218024,NA,SOX9,
11722451_s_at,7.24E-08,6.74E-10,-9.06,12.708092,-9.33E-01,BC017205.2,NA,POLR2D,
11726646_a_at,7.32E-08,6.83E-10,9.05,12.694945,2.05,NM_021924.3,NA,CDHR5,
11746322_x_at,7.45E-08,6.97E-10,9.05,12.675506,3.28,AK301018.1,NA,ADH1B,
11759194_a_at,7.48E-08,7.02E-10,-9.04,12.668953,-1.68,AW197225,NA,TXLNG,
11746134_s_at,7.66E-08,7.20E-10,-9.03,12.643843,-1.14,BC004937.1,NA,NOP56,
11728835_a_at,7.71E-08,7.26E-10,-9.03,12.63577,-8.59E-01,BC001257.1,NA,GLMN,
11758688_s_at,7.78E-08,7.36E-10,-9.02,12.622456,-8.11E-01,AA535112,NA,OLA1,
11740032_s_at,7.78E-08,7.36E-10,-9.02,12.621948,-1.61,AF120032.1,NA,DUSP14,
11745155_s_at,7.90E-08,7.48E-10,-9.02,12.605616,-6.91E-01,BC006516.2,NA,NCL,
11741959_x_at,7.90E-08,7.51E-10,9.02,12.602515,1.7,BC089410.1,NA,IL6R,
11758673_s_at,7.91E-08,7.53E-10,-9.01,12.59936,-1.37,AA526466,NA,SORD,
11724405_at,7.97E-08,7.60E-10,-9.01,12.589806,-1.15,NM_023930.3,NA,KCTD14 /// NDUFC2-KCTD14,
11744470_x_at,8.03E-08,7.67E-10,-9.01,12.580918,-8.37E-01,EF492869.1,NA,MIF,
11726839_s_at,8.03E-08,7.69E-10,9.01,12.578581,1.42,NM_001085400.1,NA,RELL1,
11715882_s_at,8.04E-08,7.72E-10,-9,12.575082,-6.53E-01,NM_004632.2,NA,DAP3,
11723411_s_at,8.04E-08,7.73E-10,9,12.572962,3.01,NM_001128834.1,NA,PLP1,
11759318_x_at,8.05E-08,7.76E-10,-9,12.570255,-8.27E-01,CN400224,NA,ISG20L2,
11726898_s_at,8.20E-08,7.92E-10,8.99,12.549381,9.56E-01,NM_015236.4,NA,ADGRL3,
11745465_x_at,8.23E-08,7.96E-10,8.99,12.544145,1.61,AK293356.1,NA,METTL7A,
11718933_s_at,8.23E-08,7.98E-10,8.99,12.541643,2.06,NM_080489.3,NA,FKBP1A-SDCBP2 /// SDCBP2,
11742926_at,8.24E-08,8.01E-10,8.99,12.538888,1.12,M58581.1,NA,CPT2,
11715833_a_at,8.26E-08,8.05E-10,-8.99,12.533772,-1.25,NM_003707.2,NA,RUVBL1,
11758679_s_at,8.26E-08,8.06E-10,-8.99,12.532646,-1.33,AA135939,NA,NOP56,
11739493_at,8.29E-08,8.10E-10,8.98,12.527322,1.1,AK092952.1,NA,MGAT4A,
11741227_a_at,8.31E-08,8.15E-10,8.98,12.521849,1.68,NM_001018076.1,NA,NR3C1,
11744536_x_at,8.45E-08,8.29E-10,-8.97,12.504182,-9.78E-01,BC093065.1,NA,TCEB1 /// TCEB1P2,
11753257_a_at,8.45E-08,8.31E-10,8.97,12.501836,3.28,DQ345517.1,NA,CXCL12,
11743739_a_at,8.56E-08,8.44E-10,8.97,12.486596,1.57,CB050880,NA,NR3C1,
11715984_s_at,8.58E-08,8.48E-10,-8.96,12.482751,-7.76E-01,NM_015339.2,NA,ADNP,
11721255_at,8.60E-08,8.51E-10,-8.96,12.478753,-1.34,BQ010133,NA,CCND1,
11752588_s_at,8.74E-08,8.68E-10,-8.95,12.458946,-1.02,BT009779.1,NA,ABCE1,
11718303_a_at,8.74E-08,8.69E-10,-8.95,12.458595,-1.26,NM_001145939.1,NA,PAFAH1B3,
11758478_s_at,8.74E-08,8.71E-10,-8.95,12.456622,-1.43,DB364189,NA,CDCA7,
11717404_x_at,8.80E-08,8.78E-10,8.95,12.448253,1.45,NM_016614.2,NA,TDP2,
11717571_a_at,8.82E-08,8.82E-10,-8.95,12.444044,-6.94E-01,NM_016207.2,NA,CPSF3,
11731560_at,8.82E-08,8.84E-10,-8.95,12.441936,-1.34,BC009447.1,NA,FAM89A,
11724090_s_at,8.82E-08,8.86E-10,8.95,12.439348,3.07,NM_207032.1,NA,EDN3,
11744907_a_at,8.87E-08,8.93E-10,-8.94,12.431618,-1.22,AK297948.1,NA,ASUN,
11731533_at,8.88E-08,8.95E-10,-8.94,12.429104,-6.04E-01,BC061703.1,NA,MTPAP,
11756952_a_at,8.96E-08,9.06E-10,-8.94,12.417669,-1.13,CR594422.1,NA,TKT,
11720818_a_at,8.96E-08,9.07E-10,8.94,12.415875,3.48,BC039893.1,NA,CXCL12,
11727849_a_at,8.96E-08,9.09E-10,-8.93,12.41418,-8.80E-01,BU683313,NA,NIP7,
11735194_a_at,9.06E-08,9.21E-10,8.93,12.401616,1.73,NM_001020825.1,NA,NR3C1,
11727525_a_at,9.11E-08,9.28E-10,-8.93,12.393492,-1.18,BU607296,NA,C12orf29,
11723218_s_at,9.37E-08,9.56E-10,-8.91,12.364405,-4.43E-01,NM_007266.3,NA,GPN1,
11719057_a_at,9.41E-08,9.62E-10,8.91,12.357888,9.85E-01,AF388183.1,NA,PDE8A,
11743908_a_at,9.42E-08,9.65E-10,-8.91,12.355413,-1.56,AL573032,NA,CTPS1,
